product_id,product_title,title_en,user_id,likes,dislikes,verification_status,recommend,title,comment,advantages,disadvantages
163478,مخلوط کن متئو مدل SBL 110,HA,3522717,0,0,verified,recommended,مناسب جهت استفاده برای ورزشکارها,مناسب جهت استفاده در باشگاه و در حین ورزش,"[""کوچک\r"",""کاربرد""]",
22855,ماوس مایکروسافت مدل Sculpt Mobile,IT,4810077,3,0,verified,recommended,فوق العاده,من این موس رو ۱ ساله دارم و هنوز هم سالمه,"[""بسیار با کیفیت \r"",""عمر باتری بالا\r"",""خوش دستی ""]",
318298,شامپو ضد ریزش و ضد شوره بیوتا مدل Biomen Normal حجم 700 میلی لیتر,PC,3775572,4,1,verified,recommended,بررسی,چند ماهه ازین شامپو استفاده میکنم فوق العادست. در یه کلام یه شامپوی پاک کنندگی قوی پوست سر و به صرفه,,
99064,اسپیکر بلوتوثی قابل حمل تسکو مدل TS 2326,IT,1477827,5,2,verified,recommended,خرید این محصول را پیشنهاد میکنم,"صدای اسپیکر هنگام انجام عملیات اسپیکر آزاردهنده است و قابل حذف و کم شدن هم نیست.مثلا هنگام روشن شدن با صدای گوینده روشن شدن دستگاه را _x000D_
اعلام می کن همچنین سایر عملیات اسپیکر راو","[""صدای عالی\r"",""\r"",""بیس عالی""]","[""صدای آزار دهنده  گوینده هنگام عملیات اسپیکر""]"
356804,گوشی موبایل هوآوی مدل Mate 10 lite RNE-L21 دو سیم‌ کارت,MO,4490978,12,8,verified,\N,عالی خیلی خوب,داشتن فلش سلفی که هیجا به اون اشاره نشده شارژشدن 2 ساعت از صفر تا 100,"[""هیچ""]",
184916,ادو پرفیوم مردانه ژک‌ ساف مدل Gladiator حجم 100 میلی لیتر,PC,4975338,7,2,verified,not_recommended,واقعا بی کیفیت,"من این رو تو پیشنهاد شگفت انگیز تهیه کردم فقط به این دلیل که من هیچ عطری با رایحه گرم نداشتم و فقط از عطر های با رایحه خنک استفاده می کردم._x000D_
بر خلاف تعاریف برخی دوستان اصلا عطر خوبی نیست پخش بو انقدر کمه که تا یه نفر به فاصله 10 سانتیمتری شما نرسد متوجه عطر نمیشه._x000D_
رایحه هم که سلیقه ایه من بدم نیومد.","[""طراحی ظاهری""]","[""پخش بو بسیار کم""]"
161556,کابل تبدیل USB به microUSB/لایتنینگ دبلیو کی مدل Phantom طول 1 متر,AC,6256421,3,0,verified,recommended,قابل قبول,"من این کابل رو یکسال پیش گرفتم و همچنان استفاده میکنم._x000D_
از نظر آلیاژ سیم خوبه،شارژ با سرعت خوب انجام میشه _x000D_
من با هر دو گوشی اپل و سامسونگ کار کردم خوب جواب میده_x000D_
_x000D_
اون نشانگر ال ای دی هم خیلی خوبه.وقتی شروع به چشمک زدن متوالی بین دو رنگ آبی و قرمز میکنه یعنی شارژ به حد مناسب (بین ۹۰ تا ۹۵ درصد) رسیده . از اونجایی که بهتره باتری رو فول شارژ نکرد، این نشانگر خیلی بدرد میخوره و از دور هم میشه متوجه شد.ولی اگه تو اون حالت چشمک زن همچنان تو شارژ باشه بخاطر نوسانی که تو جریان شارژ ایجاد میکنه برای باتری خوب نیست._x000D_
_x000D_
از طرفی وقتی برای گوشی اپل استفاده میشه ،سمت گوشی خیلی فیش دوبلش بزرگه_x000D_
_x000D_
برای من فیش لایتنینگش فقط از یه سمت شارژ میکنه و اگه از اون سمت دیگش بچرخونم بزنم شارژ نمیکنه_x000D_
_x000D_
ولی در کل از کیفیت کابل نسبت به قیمتش راضیم_x000D_
همینطور بخاطر نشانگر کاربردیش","[""جنس خوب کابل \r"",""گره نخوردن کابل\r"",""کاربرد هم برای شارژ هم انتقال دیتا\r"",""نشانگر دو حالته کاربردی""]","[""اتصال لایتنینگ نه چندان با کیفیت\r"",""اندازه بزرگ اتصال سمت گوشی""]"
197789,پرینتر چندکاره جوهرافشان با قابلیت چاپ عکس کانن مدل PIXMA MG2540s,IT,786542,17,3,verified,no_idea,بسیار ضعیف,"جالبه طرف تازه خرید کرده و نظر میده که عالیه _x000D_
من حدود یکسال و نیمه که این پرینتر رو خریدم. دوستان باور کنید جز هزینه و اذیت چیز دیگه ای نداره. _x000D_
بله کارتریجش قابل شارژه ولی به شدت کیفیت چاپ میاد پایین. و مرتب خط میندازه. در کل ارزش خرید نداره. راهنمایی اشتباه نکنید. من هم با توجه به نظرات غلط دیگران اقدام به خرید کردم",,
342412,گیرنده بلوتوثی موزیک پایونیر مدل M7,AV,612247,9,2,verified,\N,پیشنهاد نمیدم,من این محصولو تهیه کردم بیشتر به خاطر اینکه از جریمه تلفن صحبت کردنبا تلفن راحت بشم ولی اصلا نمیشه باهاش صحبت کرد، کیفیت پخش موزیک از کابل aux بهتره ولی دیلی داره و کیفیتش اصلا به کابل ای پاد نمیرسه در کل وسیله ای هست مثل ماشین چینی که اپشن زیاد داره ولی  درست حسابی کار نمیکنه...,,"[""نمیشه باهاش صحبت کرد\r"",""خیلی دیلی داره\r"",""همش ضعفه""]"
337995,تبلت جی ال ایکس مدل Bahar,MO,2955717,4,5,verified,recommended,دوام بسیار پایین و بدنه ضعیف,در ابتدای خرید همانطور که در نظرات قدیمی گفتم به عنوان یه کیدزتب مناسب به نظر میرسید، اما در کمتر از یه ما کلا منهدم شد,"[""ندارد""]","[""بدنه ضعیف، به ویژه که این تبلت برای کودکان ساخته شده.\r"",""سرعت بسیار پایین\r"",""کیفیت تصویر نا مناسب""]"
282349,شامپو ویتامینه والاویت حجم 300 میلی لیتر,PC,1311594,3,3,verified,recommended,از هر نظر عالی,خیلی خوب میشوره و موها حالت پذیر میشه، الان ی مارک ایرانی گرفتم ولی نمی‌گم بده اما مثل این شامپو نیست,,
56245,مینی فرز دسته بلند رونیکس مدل 3150N,TC,4658068,10,4,verified,\N,مینی فرز بی کیفیت,من این مینی فرزو دارم اما بدنه خوشدست نیست. دکمه قفل کن و جاذغالی برجسته شدن روی بدنه و دست رو اذیت میکنه. صدای بدی هم از دستگاه میاد موقع خاموش شدن که فکر کنم از دنده هاش هست. زود هم داغ میشه. به نظرم اصلا کیفیتش خوب نیست,"[""نداره""]","[""صدای بد از دستگاه\r"",""داغ شدن سریع\r"",""بدنه خوشدست نیست""]"
209690,برس حرارتی صاف کننده مو بابیلیس مدل HSB100E,PA,6312311,3,3,verified,\N,بابلیس,این دستگاه عالیه من یک سالی میشه از دیجیکالا خریدمش موهامم کاملا فر و وزه یه توصیه دارم اول اینکه موها کاملا خشک و تمیز باشه و اینکه قبل از استفاده از اسپری موی فیروز استفاده کنین ک موهارو کاملا صاف میکنه ولی درغیراینصورت فقط فریِ مو رو میگیره. صافِ صاف نمیکنه,"[""عالی""]","[""بدنه""]"
225033,پرینتر لیزری اچ پی مدل LaserJet Pro M12w,IT,3592173,3,11,verified,not_recommended,پرینتر,قابل قبوله ولی جنس بدنش خوب نیست,"[""کیفیت خوب چاپ""]","[""مشکل در اتصال بی سیم\r"",""""]"
35077,گیرنده دیجیتال USB ایکس ویژن مدل PCDVB-3100,AV,3847461,6,0,verified,\N,نصب بر  روی ویندوز 10,"برای نصب بر  روی ویندوز 10_x000D_
ابتدا نیاز است داریور نگارش 12.10.04.1 را نصب کنید.  درایور موجود در سایت ماد ایران 12.2 هست و درایور موجود بر روی سی‌دی آن نگارش 11 هست. پس از نصب نگارش 12.10 (فقط کافی هست روی فایل it9135bda.inf آن کلیک راست کنید و سپس گزینه‌ی Install را انتخاب کنید)، یکبار اتصال USB را قطع و سپس مجددا وصل کنید تا در سیستم در قسمت device manager ذیل قسمت Sound,video and game controllers به نام IT9135 BDA Driver ظاهر شود. پس از این مرحله با تمام برنامه‌های DVB-Player استاندارد سازگار است (خصوصیت درایور DBA هست که یک درایور عمومی است). برنامه‌ی TotalMedia 3.5 آن روی ویندوز 10 کرش می‌کند. بهتر است از برنامه‌های بهتری مانند DVBViewer، DVB Dream و یا ProgDVB استفاده کنید. این برنامه‌ها با درایورهای DBA سازگار هستند.",,
384626,بالش رزین تاژ مدل Simple,HW,5042862,0,0,verified,not_recommended,عالی عالی,عالی عالی عالی,"[""عالی""]","[""عالی عالی بود""]"
63000,مودم 4G قابل حمل تی پی-لینک مدل M7350_V4,IT,1159738,3,1,verified,recommended,......,عالی.یعنی حرف نداره,,
115900,آب مرکبات گیری فلر مدل CS 198,HA,6051707,0,1,verified,recommended,بسیار عالی,بسیار عالی من 2 تا از دیحی گرفتم موتور خوبی داره و بدنه استیلی بودنش عالی باتشکر از دیجی کالا,"[""همچی""]","[""بدون ایراد""]"
278375,ساندویچ ساز دسینی مدل 4010,HA,6051707,4,1,verified,recommended,بسیار عالی,من این را الان 1  ساله از دیجی کالا خریدم اولش که می خرید دود میکنه و عادی است ابسیار  ساندویچ ساز خوبی است من که کاملا راضی ام,"[""همچی""]","[""هیچی""]"
407043,اسپیکر بلوتوثی قابل حمل هویت مدل HV-SK567BT,IT,1461434,6,1,verified,recommended,تجربه استفاده از محصول,هرچی از کیفیت این محصول بگم کم گفتم، از بدنه ی فلز و چرمی گرفته تا کیفیت صدای عالی و بلندی صدای خیره کننده، مطمئن باشین از خریدتون پشیمون نمیشین بهترین اسپیکر تو محدوده قیمتی خودشه,"[""کیفیت صدای عالی\r"",""بلندی صدای فوق العاده\r"",""شارژ دهی عالی\r"",""کیفیت ساخت عالی\r"",""بیس مناسب""]","[""به نظر من ندارد""]"
399061,ادو پرفیوم مردانه روبرتو ورینو مدل Pure Man Intenso حجم 150 میلی لیتر,PC,5591419,4,3,verified,not_recommended,کیفیت و پخش بو بسیار بد,کاملا بد بو و بی کیفیت و پخش بو خیلی ضعیف,,"[""پخش بو کاملا ضعیف""]"
421054,تبدیل سرپیچ لامپ  بسته 5 عددی,TC,3160374,9,0,verified,not_recommended,کیفیت پایین,متاسفانه با اینکه وسیله پرکاربردی میتونه باشه، اما به علت کیفیت پایین و مواد مصرفی ارزان و منتاژ بسیار ضعیف، میتونه خطرناک هم باشه و در  اولین استفاده باعث شد که فیوز بپرد,,
281399,شارژر همراه انرجایزر مدل UE8003 ظرفیت 8000 میلی آمپرساعت,AC,2923507,13,1,verified,\N,نمایشگر میزان شارژ,دوستان با دوبار ضربه پشت دستگاه چراغ نمایشگر باقی مانده شارژ روشن میشه این همون کلید پاور هست از نوع هوشمند ک خیلی جالبه,,
186665,ساعت مچی عقربه ای مردانه کاسیو مدل EFB-302JD-1ADR,FA,739708,6,5,verified,recommended,خیلی عالی,"تقریبا یه سال میشه که خریدم از دیجی کالا_x000D_
خیلی شیک و با دوام هست_x000D_
بهترین ساعتی که تا الان خریدم","[""شیک\r"",""با دوام""]",
225042,مچ بند هوشمند آی واون مدل i6 HR,PA,707408,3,1,verified,no_idea,بعد چند ماه استفاده,در دریا، و استخر و انواع ورزشها و ضربات با موفقیت ظاهر شد و از حد انتظار بهتر بود باتریش 3 روز راحت دوام داره و گام و ضریانش بد نیست،کلا نسبت به قیمت خوبه و خرید به صرفه ایه خصوصا تو حراج,,
187959,تصفیه کننده هوا ایر فری مدل E60,HA,4599619,0,0,verified,\N,تاکید مجدد بر کیفیت,"قبلا هم درباره اثربخشی این دستگاه نوشته بودم. امروز یه تجربه جدید ازش داشتم. این دستگاه همیشه تو خونه ما به برقه. سه روز پیش اون رو از برق کشیده بودیم تا از پریز استفاده کنیم و یادمون رفته بود دوباره اون رو به برق بزنیم. بعد از دو روز همون علائم آلرژی، عطسه و ... شروع شد، تا امروز که دیدم دستگاه خاموشه. احتمالا یه روز طول می‌کشه تا هوای خونه دوباره کاملا تصفیه بشه. این دستگاه کاملا بی‌صدا کار می‌کنه و به خاطر همین گاهی آدم شک می‌کنه که اصلا داره کاری انجام میده یا نه، ولی همچین اتفاقی آدم رو از کیفیت و عملکرد دستگاه مطمئن می‌کنه. _x000D_
به کسانی که آلرژی دارن و مجبورن دائم از داروهای ضدحساسیت استفاده کنن خرید این دستگاه رو توصیه می‌کنم. من الان فقط تو مسافرت‌ها از تلفست استفاده می‌کنم.",,
312646,لامپ خودرو اسرام مدل H4 12V 60/55 W Silverstar2 64193SV2,TC,4093080,5,2,verified,no_idea,عمر نسبتا کوتاه,کیفیت نوری این لامپ نسبت به فیلیپس پاینتره و این واضحه،ولیکن امیدم این بود که طول عمر مناسبی داشته باشه که متاسفانه بعد از استفاده حدود ۶ ماهه ،نور پایینش سوخت و نا امیدم کرد,,
251081,کتاب تام گیتس آره نه اثر لیز پیشون,MA,4960890,4,1,verified,recommended,خوب نیس,کتاب خوبی نیست پیشنهاد نمی کنم,,"[""همه چی""]"
126970,مجموعه 100 عددی سری پیچ گوشتی و مته دیوالت مدل DT71563,TC,2755223,2,9,verified,recommended,معمولی,"کیفیتش معمولیه،  بیشتر برای سوراخکاری پلاستیک و چوب خوبه وگرنه  بعد چند بار سوراخکاری فلز میشکنه_x000D_
اصلا با این قیمت توجیه نداره خریدش! من پارسال یک چهارم قیمت الانش خریدم","["" کاربرد نیمه حرفه ای، تنوع بالا سریها، ""]","[""کیفیت پایین مته ها، شکنندگی سریع، قیمت بالا""]"
268157,تلویزیون ال ای دی هوشمند ایکس ویژن مدل 43XT515 سایز 43 اینچ,AV,1216687,5,6,verified,not_recommended,راهنمایی,کسانی که مثل من مشکل سرعت پایین موقع تعویض کانال دارند باید تلویزیون رو از تنظیماتش ریست فکتوری کنند تا درست شه مثل گوشی های اندرویدی,,
331197,هدفون بلوتوثی ریمکس مدل RB-500HB,AC,858451,13,2,verified,no_idea,زیبای باکیفیت,"ادیت شده:_x000D_
نظر من بعد از 8 ماه استفاده: (نقاط قوت و ضعف رو ادیت نکردم)_x000D_
متاسفانه روکش های روی گوشی ترک های ریز برداشتن و درحال پاره شدن هستن. هدفون یکبار از فاصله نیم متری از دستم افتاد روی زمین و دکمه کاهش ولوم صداش شکست. بدنه بالایی که دو گوشی رو به هم متصل میکنه از دو مفصل شکسته و درحال جدا شدن هست. حقیقتا من خیلی سعی نکردم مراقب این هدفون باشم ولی انصافا کیفیت ساخت ظاهری گول میزنه آدم رو درصورتی که من هدفون های زیادی داشتم که تا 7 8 سال بدون مشکل برام کار کردن اما این هدفون 1 سال نشده درحال پوسیدگی و غیرقابل استفاده بودن هست! پیشنهاد میکنم وقت بیشتری برای بررسی مدل های دیگه بگذارید_x000D_
_x000D_
نظر من بعد از 1 ماه استفاده:_x000D_
این هدفون همونی هست که میخواستم. اکثر انتظاراتی که از یک هدفون رده بالا میشه داشت رو این هدفون داره با این تفاوت که شما پول برند پرداخت نمی کنید (مثل بیتس و jbl  و ..)_x000D_
کیفیت پخش و تفکیک صدا عالی هست و کاملا راضی تون میکنه، حجم صداش بالاست و نمیتونید به مدت طولانی روی آخرین حد صدا موزیک گوش بدین(یحتمل!)_x000D_
باس این هدفون عالیه، نکته اینجاست که چه موزیکی باهاش پلی میکنید، سعی کنید کمی هم موزیک های تریبال و بیس دار گوش بدین تا به این هدفون ایمان بیارید_x000D_
رخ این هدفون خیلی نازه، با اکثر کسایی که این روزها هدفون میذارن روی سر و توی مترو و خیابون میبینید، متفاوت هستید و قطعا هدفون شیک تری روی گوش دارین_x000D_
از مهم ترین قابلیت های یک هدفون که Noise Canceling یا Noise Isolating هست که اکثرا ازش بی اطلاع هستن، این هدفون از Noise Canceling استفاده میکنه و صدای اطراف رو از طریق میکروفون دریافت میکنه و با استفاده از مدارهای تعبیه شده، یک فرکانس با همون فرکانس صدای محیط اطراف، در جهت مخالف توی هدفون پخش میکنه تا صداهای مزاحم کمتر وارد گوش نازنین تون بشه. (این فیچر خودش نیاز به برق و باتری داره چون با مدار کارمیکنه)_x000D_
باکس و بسته بندی شیکی داره که زمان آنباکس کردن حس یک محصول لوکس رو کاملا منتقل میکنه_x000D_
این هدفون چون کمی قبل تر تولید شده اپلیکیشنی برای مدیریت هدفون مثل درصد شارژ و .. نداره اما نبود اپلیکیشن چندان اذیت تون نمیکنه_x000D_
یک کیف حمل و کابل شارژ و کابل aux همراهش داره که میشه گفت کیفیت ساخت این 3 تا به پای خود هدفون نمیرسه و گویا وجود این 3 محصول در کنار هدفون بیشتر جنبه تبلیغاتی و بازاریابی داشته._x000D_
در کل و در جزء من ازش راضیم و به عنوان یک دانشجو مطمئنم حالاحالاها ازش لذت میبرم._x000D_
امیدوارم خوب نقد کرده باشم، خرید خوبی داشته باشید.","[""صدا و تن فوق العاده\r"",""اسپیکرهای قوی\r"",""بیس بسیار عالی\r"",""زیبایی و رخ خوشگل\r"",""Noise Canceling قابل قبول""]","[""نداشتن اپلیکیشن مدیریت هدفون (android\/ios)\r"",""کابل شارژ و Aux همراه کمی بی‌کیفیت هست""]"
111840,تصفیه کننده هوا سایا مدل Blue Sky,HA,532618,3,0,verified,\N,فیلتر,کاراییش خیلی خوبه واقعا هوای تمیز احساس میشه . نشانگر کیفیت هوا هم داره . فیلترش به راحتی از نمایندگی های  تعمیر پارس خزر قابل تامین هست کافیه زنگ بزنید اگر موجود هم نداشته باشند از شرکت میگیرند . من یک سری فیلتر اضافه تهیه کردم داشته باشم .,,
424907,تابلو کارا دیزاین طرح منبت مدرن مدل G01,HW,5330285,5,0,verified,\N,اثر هنری با کیفیت,اگه مدلهای بیشتری ازش باشه خیییلی بهتره.من خریدم و خودم رنگش کردم فوق العاده زیبا شد و یکی دیگه ام هدیه بردم برای برادرم آلمان هستن,"[""طرح زیبا \r"",""زیبایی در طراحی \r"",""خام بودن کار""]","[""کم تنوعی ""]"
21340,ماشین اصلاح صورت پاناسونیک سری Lamdash مدل ES-GA20,PA,5629497,3,1,verified,recommended,پاناسونیک,خیلی عالیه یک ساله استفاده میکنم و خیلی خوب اصلاح میکنه،ممنون از دیجی کالا.,,
225042,مچ بند هوشمند آی واون مدل i6 HR,PA,6169079,2,2,verified,recommended,حتما پیشنهاد میکنم.,"بنده حدود نه ماه است که از دیجی کالا برای دخترم خریداری کردم،که بعد از راه اندازی و نصب برنامه Iwownfit pro تقریبا امکانات کاملی از جمله اندازه گیری ضربان قلب ، گام شمار،نشان دادن پیامهای ایمیل و اس ام اس ، عکس انداختن با گوشی از طریق لمس مچ بند،چند مدل تم ظاهری،نشان دادن ساعت و تاریخ و دمای هوا و روز هفته ، نشان دادن سوخت وساز کالری بدن، پایش خواب و انتخاب چهار ورزش به دلخواه شما از بین حدود دوازده رشته ورزشی که در برنامه ای که ابتدا روی گوشی نصب میکنید امکاناتی هستند که میتوانید از انها استفاده کنید._x000D_
درضمن با هر بار شارژ حدود سیزده روز یا بیشتر میتوانید از ساعت خود استفاده کنید._x000D_
در مجموع نسبت به قیمتش بسیار کارامد و کامل است._x000D_
متشکرم.","[""یک مچ بند سلامتی کامل با تمام امکانات مهم و اصلی""]","[""از نرم افزار خوب و کاملی در بازار گوگل بهره نمیبرد .\r"",""متاسفانه تنوع بند اصلا ندیده ام. و از هیچ بندی بغیر از بند فابریک نمیتوان استفاده کرد.""]"
186884,قمقمه پرو اسپورتز مدل PS-001 ظرفیت 0.75 لیتر,TS,3612320,4,1,verified,not_recommended,بی کیفیت,"سلام_x000D_
من خیلی قمقمه میخرم این اصلا به درد نمیخوره  هر ترفندی هم زدم درستش کنم نشد اب از لوله بالا نمیاد و وقتی سر و ته بشه ساک رو خیس میکنه از سوراخ هواش نشتی داره","[""ظاهر خوب""]","[""اصلا اب ازش بالا نمیاد ""]"
283432,گوشت کوب برقی بایترون مدل BMR-7580,HA,4723505,5,0,verified,recommended,گوشت کوب برقی چندکاره,سلام من قبلاً هم نظر دادم وقتی خریدم خیلی خوشم اومد من بیشتر برا خلال کردن سیب زمینی این مدل رو گرفتم بار اول که کار کردم خلالش خوب بود اما کمی حلالی بازم خوب بود اما یه بار دیگه خواستم کار کنم نمی چرخید هر کاری کردم نشد فکر کنم سیب زمینی لای شیارها گیر میکنه حرکت نمی کنه. یکبار محل اتصال پایه گوشت کوب با دسته اصلی موتور در اثر استفاده خرد شد و مجبور به تعمیر شدم حالا دوباره هم خراب شده باید ببرم تعمیر . باید خوب ازش نگهداری کنید و مواظبت بیشتری لازم داره.,,
93850,نرم افزار آموزشی زبان ساتل انگلیسی شیرین,MA,2495534,6,6,verified,not_recommended,خیلی بد,برعکس نظر دوستان که از نرم افزار تعریف کردن باید بگم حتی روی بهترین سیستم هم پیغامهای خطا میده و به یکباره از برنامه خارج میشه و نه پشتیبانی جواب میده و نه دی جی کالا,,
20401,ماشین اصلاح صورت فیلیپس مدل AT890/20,PA,6169079,12,1,verified,recommended,کاملا مناسب و کارامد در مقایسه با دستگاههای گرانتر.,"در مجموع بنده حدود هفت ماه است که از شگفت انگیز دیجیکالا خریداری کرده ام و کاملا از دستگاه راضی هستم._x000D_
فقط باید یاداوری کنم اگر عمر دستگاه برایتان مهم است بهتر است زیاد زیر دوش و با خمیر از دستگاه استفاده نکنید. و سعی کنید با برس دستگاه و در حالت خشک دستگاه را تمیز کنید._x000D_
با احترام و تشکر .",,"[""خط زن دستگاه توقعات را براورده نمیکند.""]"
356206,کیف لوازم جانبی پلوز مدل 53 تکه مناسب برای دوربین ورزشی گوپرو,AV,494680,2,2,verified,recommended,پیشنهاد میکنم بخرید,"به نظرم هم کیفیت ساختش خیلی خوبه_x000D_
هم قیمت فوق العاده ای داره و در ضمن تقریبا قطعاتش تکمیله که اگر بخواهید برند گوپرو بگیرید باید حدود هفت هشت میلیون پول این لوازمو بدید_x000D_
کلا برای طبیعت گردا توصیه میشه","[""کیفیت ساخت خیلی خوب\r"",""قیمت بسیار مناسب""]","[""ندیدم""]"
381385,هندزفری ریمکس مدل RM-510,AC,4037547,1,2,verified,recommended,Remax,قبلا هم نظر داده بودم این هنذفری رو من 7 یا 8 ماه پیش با قیمتی پایین تر از این خریده بودم و ازش راضیم یه سری از مشکلاتی که دیگر کاربران می گن رو ندارم و از خریدم راضیم برای من با تکون خوردن آهنگ قطع نمی شه گوشی های اون از گوشم به راحتی نمی افته بیسش نمی گم عالیه ولی نسبت به قیمتش راضی کنندس سیمشم تا الان هیچ مشکلی نداشته و سالم مونده و من از طرف خودم خرید این هنذفری رو پیشنهاد می کنم,"[""کیفیت بدنه\r"",""ارگونومی \r"",""کیفت صدا""]","[""بیس معمولی یا کمی ضعیف""]"
351991,چراغ قوه مدل 8400,TS,3818415,4,0,verified,recommended,چراغ قوه,"چراغ قوه بسیار خوب و. نسبت به قیمتش حرف نداره عالیه من الان نزدیک یک ساله که دارمش عالی حتما بهتون پیشنهاد می کنم_x000D_
ممنون از دی جی کالا","[""نور خوب\r"",""تنظیم شعاع نور\r"",""کم مصرف\r"",""جنس خوب""]","[""من ندیدم""]"
150996,کتاب تصرف عدوانی داستانی درباره عشق اثر لنا آندرشون,MA,1267173,3,0,verified,recommended,داستانی درباره‌ی وابستگی!,"کتاب خوبیه و به یه بار خوندنش می‌ارزه ولی در انتها خیلی چیزا مبهم میمونه و بنظرم تأکید اصلی نویسنده روی پیامی بوده که میخواسته به مخاطبین برسونه  تا روایت داستان و اتفاقات بین این دو سه شخص!_x000D_
کتاب خیلی سریع پیش میره و اون عشق آتشین و پیام‌های بینش خیلی زود بی‌نتیجه میمونن!!!!_x000D_
شخصاً جز با چند دیالوگ و پیام کتاب، با داستان و شخصیت‌ها ارتباط برقرار نکردم ولی پیشنهاد میکنم بخونین...","[""جملات عمیق و تأمل‌برانگیز\r"",""نگاهی متفاوت به روابط عاطفی""]","[""در ابهام ماندن شخصیت ها و روابط\r"",""روایت داستان می‌توانست بهتر باشد  (تأکید اصلی روی دیالوگ‌ها و جملات)\r"",""پایان باز و مبهم""]"
186991,لوستر چشمه نور 3 شعله کد 856,TC,2454108,6,35,verified,\N,لوستر,برای دوستانی که به برای نصب و مونتاژ به مشکل میخورن میتونن برن تو سایت آپارات و فیلم آموزشیشو ببینن,"[""طراحی زیبا و ساده\r"",""قیمت خیلی مناسب\r"",""برای مونتاژ این کار با شماره ای که روی کارت گارانتی بود تماس گرفتم\r"",""...البته تو سایت آپارات فیلم راهنمای نصب و مونتاژ هست\r"",""برخورد خوب پرسنل واحد پشتیبانی برای مونتاژ""]",
225042,مچ بند هوشمند آی واون مدل i6 HR,PA,726232,3,1,verified,no_idea,زیبا و کارامد,چندماهه دارم و تاحالا مشکلی باهاش نداشتم و مثل روز اول کار میکنه. واقعا راحتم کرده وقتب خوابی کسی زنگ بزنه لازم نیست پاشی دنبال گوشی بگردی. پیغامهارو همینطور. فقط فونتش به علت رزولوشن پایین کمی ناخواناست ولی در کل مچ بند خوب و شکیلیه.,"[""انتقال تماس و پیام\r"",""کنترل دوربین گوشی و عمر باتری\r"",""ساعت به همراه تقویم و هواشناسی\r"",""میزان کالری مصرفی\r"",""گام شمار""]","[""فونت فارسی تقریبا\r"",""ویبره نه چندان قوی""]"
339361,اتو بخار متئو مدل MSI 22,HA,5470563,4,1,verified,recommended,خوبه راضی هستم,راضی هستم از خریدم ممنون با قیمت خیلی پاین و عالی سال پیش خریدم,,
330092,کاور نیلکین مدل Nature مناسب برای گوشی موبایل آیفون 7 Plus,AC,502316,1,0,verified,recommended,نقد و بررسی بعد استفاده,"درود_x000D_
بعد استفاده چندماهه زرد شد. _x000D_
ولی درکل بد نبود و سبک و مقاوم بود",,
422357,کفش مردانه پرین مدل PR924,FA,2459826,23,4,verified,recommended,اظهار نظر بعد از حدود 8ماه استفاده,"با سلام _x000D_
من از بهمن 96 دارم ازش استفاده می کنم،همچنان سالم و با صلابت و بدون تغییر فرم و حتی بوی نامطبوع ._x000D_
واقعاً از بهترین خریدهام بود از دیجی کالا._x000D_
_x000D_
سلامت و شاد باشید.",,
344994,سنگ پا برقی پد اگ مدل Power,PA,745599,3,0,verified,not_recommended,ارزان و کارآمد,خریدم خوبه با این قیمت ولی اگه آداپتور میخورد بهتر بود,"[""تیغه های خوب""]","[""مصرف باطری""]"
345903,گوشی موبایل بلو مدل Z3 Music دو سیم کارت,MO,1382970,3,1,verified,recommended,راضی نیستم,"ویبره ندارد و بعد از یه مدت ورودی خروجی صداش ضعیف شد و خدمات پس از فروشش که در خوزستان نبود و ما مجبوریم با ایرادش سر کنیم..._x000D_
از خریدم پشیمونم",,
408688,کوله پشتی کوهنوردی 22 لیتری کلمبیا مدل Trail Elite,TS,3282957,4,0,verified,recommended,برسی محصول,"کیف بسیار زیبا خوش ساخت و با کیففیت از بالاترین سری محصول کلمبیا سری تیتانیوم این کیف برای trail ساخته شده و بخاطر فریم بندی آلومنیومی و بند کول انحنا دار و بست سینه و کمر وزن بار به صورت طبی و متوازن تقسیم میشه _x000D_
فضای کیف 22 لیتر هست برای مسافرت و کوه نوردی که شب کمپ بزنید مناسب نیست ولی برای ورزش های استقامت پر تحرک مناسب هست_x000D_
بخاطر اینکه پد پشت کمر از کیف فاصله داره برای ضد تعرق بئدن شما در گزما زیاد هم می تنید به راحتی از آن استفاده کنید رنگ آبی خاص کلمبیا در این کیف بسیار زیبا خئدش نشون میده روکش زد آب کیف به زیر کیف دوخه شده برای همین گم نیمشه_x000D_
کیف خوش ساخت و زیبا و کاربردی برای سفر های تک روزه و یا مسافرت های سبک مناسب هست","[""فریم آلومنیوم\r"",""وزن کم\r"",""زیب زد آب\r"",""پد پشتی زد تعریق\r"",""بند طبی""]","[""رویه نازک و آسیب پذیر\r"",""سوراخ قمقمه در دو طرف گوشه بالا کوله که موجب نفوذ آب میشه\r"",""حجم کم\r"",""جیب کم\r"",""انحنا فریم آلمنیوم به داخل فضای کیف که فضا محدود تر میکنه""]"
299750,کابل تبدیل USB به microUSB یوگرین مدل US134 طول 1.5 متر,AC,5182914,4,0,verified,recommended,نسبت به قیمتش با دوام‌نیست,بعد ۶ ماه استفاده داخل کابل اتصالی پیدا کرد و از حالت فست شارژی در اومد,,
